ID,name,sort name,MEP id,Account Id,birth year,death year,gender,title,profession,is organization,Is Creator,Has Account,In Logbooks,Has Card,Subscription Dates,verified,updated at,Admin Link,VIAF id,Key,Gender,Nationality,Language,Birth Date,Death Date,LoC Name,LoC ID,LoC Source: URL,LofC URI: URL,VIAF Source: URL,BNE Name,BNE URL,BNF Name,BNF URL,DNB Name,DNB URL,ICCU Name,ICCU URL,ISNI Name,ISNI URL,Wikidata URL,Wikipedia URL,WorldCat Identity URL 
6774,Reginald Blomfield,"Blomfield, Reginald",,,1856,1942,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/6774/change/,http://viaf.org/viaf/55247013/,http://viaf.org/viaf/55247013/,Male,GB - United Kingdom,eng - English,1856,1942,"Blomfield, Reginald Theodore, Sir, 1856-1942",names/n85078711,https://lccn.loc.gov/c.gov/authorities/names/n85078711,https://id.loc.gov/authorities/names/n85078711,Permalink: http://viaf.org/viaf/55247013,,,Blomfield Reginald 1856-1942,http://catalogue.bnf.fr/ark:/12148/cb119968727,"Blomfield, Reginald Theodore 1856-1942",http://d-nb.info/gnd/130165506,,,"Blomfield, Reginald Theodore 1856-1942 Sir",http://isni.org/isni/0000000081346054,https://www.wikidata.org/entity/Q538999#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Reginald_Blomfield,https:https://www.worldcat.org/identities/lccn-n85078711
5677,Edmund Blunden,"Blunden, Edmund",,,1896,1974,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/5677/change/,http://viaf.org/viaf/17264985/,http://viaf.org/viaf/17264985/,Male,GB - United Kingdom,eng - English,1896,1974,"Blunden, Edmund, 1896-1974",names/n80069053,https://lccn.loc.gov/c.gov/authorities/names/n80069053,https://id.loc.gov/authorities/names/n80069053,Permalink: http://viaf.org/viaf/17264985,,,Blunden Edmund 1896-1974,http://catalogue.bnf.fr/ark:/12148/cb12174981b,"Blunden, Edmund 1896-1974",http://d-nb.info/gnd/118512102,,,"Blunden, Edmund",http://isni.org/isni/0000000108747035,https://www.wikidata.org/entity/Q725559#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Edmund_Blunden,https:https://www.worldcat.org/identities/lccn-n80069053
7341,Wilfrid Scawen Blunt,"Blunt, Wilfrid Scawen",,,1840,1922,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/7341/change/,http://viaf.org/viaf/14785281/,http://viaf.org/viaf/14785281/,Male,GB - United Kingdom,eng - English,1840,1922,"Blunt, Wilfrid Scawen, 1840-1922",names/n79145387,https://lccn.loc.gov/c.gov/authorities/names/n79145387,https://id.loc.gov/authorities/names/n79145387,Permalink: http://viaf.org/viaf/14785281,,,Blunt Wilfrid Scawen 1840-1922,http://catalogue.bnf.fr/ark:/12148/cb120315282,"Blunt, Wilfrid Scawen 1840-1922",http://d-nb.info/gnd/11865912X,,,"Blunt, Wilfrid Scawen 1840-1922",http://isni.org/isni/0000000083394295,https://www.wikidata.org/entity/Q706891#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Wilfrid_Scawen_Blunt,https:https://www.worldcat.org/identities/lccn-n79145387
8112,Frederick Samuel Boas,"Boas, Frederick S.",,,1862,1957,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/8112/change/,http://viaf.org/viaf/12397910/,http://viaf.org/viaf/12397910/,Male,GB - United Kingdom,eng - English,1862,1957,"Boas, Frederick S. (Frederick Samuel), 1862-1957",names/n80044862,https://lccn.loc.gov/c.gov/authorities/names/n80044862,https://id.loc.gov/authorities/names/n80044862,Permalink: http://viaf.org/viaf/12397910,,,Boas Frederick Samuel 1862-1957,,"Boas, Frederick S. 1862-1957",http://d-nb.info/gnd/1014605822,,,"Boas, Frederick S. 1862-1957",http://isni.org/isni/0000000108706516,https://www.wikidata.org/entity/Q5498676#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Frederick_S._Boas,https:https://www.worldcat.org/identities/lccn-n80044862
7874,George Boas,"Boas, George",,,1891,1980,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/7874/change/,http://viaf.org/viaf/29616712/,http://viaf.org/viaf/29616712/,Male,US - United States,eng - English,1891,1980,"Boas, George, 1891-1980",names/n50008606,https://lccn.loc.gov/c.gov/authorities/names/n50008606,https://id.loc.gov/authorities/names/n50008606,Permalink: http://viaf.org/viaf/29616712,"Boas, George 1891-",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1156921,Boas George 1891-1980,http://catalogue.bnf.fr/ark:/12148/cb12391405w,"Boas, George 1891-1980",http://d-nb.info/gnd/130109185,,,George Boas,http://isni.org/isni/0000000121260221,https://www.wikidata.org/entity/Q5537065#sitelinks-wikipedia,https://en.wikipedia.org/wiki/George_Boas,https:https://www.worldcat.org/identities/lccn-n50008606
7751,Guy Boas,"Boas, Guy",,,1896,1966,M,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/7751/change/,http://viaf.org/viaf/24473082/,http://viaf.org/viaf/24473082/,Male,GB - United Kingdom,eng - English,1896,1966,"Boas, Guy, 1896-1966",names/nr93023429,https://lccn.loc.gov/c.gov/authorities/names/nr93023429,https://id.loc.gov/authorities/names/nr93023429,Permalink: http://viaf.org/viaf/24473082,,,,,,,,,"Boas, Guy Herman Sidney 1896-",http://isni.org/isni/000000011046347X,,,https:https://www.worldcat.org/identities/lccn-nr93023429
7241,Maxwell Bodenheim,"Bodenheim, Maxwell",,,1893,1954,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/7241/change/,http://viaf.org/viaf/77516039/,http://viaf.org/viaf/77516039/,Male,US - United States,eng - English,1893,1954,"Bodenheim, Maxwell, 1893-1954",names/n50010054,https://lccn.loc.gov/c.gov/authorities/names/n50010054,https://id.loc.gov/authorities/names/n50010054,Permalink: http://viaf.org/viaf/77516039,,,,,"Bodenheim, Maxwell 1892-1954",http://d-nb.info/gnd/133869075,,,"Bodenheim, Maxwell 1892-1954",http://isni.org/isni/0000000122128230,https://www.wikidata.org/entity/Q1914318#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Maxwell_Bodenheim,https:https://www.worldcat.org/identities/lccn-n50010054
5615,Johan Bojer,"Bojer, Johan",,,1872,1959,M,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/5615/change/,http://viaf.org/viaf/49349288/,http://viaf.org/viaf/49349288/,Male,NO - Norway,nor - Norwegian,1872,1959,"Bojer, Johan, 1872-1959",names/n91056215,https://lccn.loc.gov/c.gov/authorities/names/n91056215,https://id.loc.gov/authorities/names/n91056215,Permalink: http://viaf.org/viaf/49349288,,,Bojer Johan 1872-1959,http://catalogue.bnf.fr/ark:/12148/cb12730722h,"Bojer, Johan 1872-1959",http://d-nb.info/gnd/116233672,,,جوهان بوجير,http://isni.org/isni/0000000122797100,https://www.wikidata.org/entity/Q553955#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Johan_Bojer,https:https://www.worldcat.org/identities/lccn-n91056215
6155,Richard Boleslavski,"Boleslavski, Richard",,,1889,1937,M,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/6155/change/,http://viaf.org/viaf/49484229/,http://viaf.org/viaf/49484229/,Male,PL - Poland,eng - English,1889,1937,"Boleslavsky, Richard, 1889-1937",names/n81097603,https://lccn.loc.gov/c.gov/authorities/names/n81097603,https://id.loc.gov/authorities/names/n81097603,Permalink: http://viaf.org/viaf/49484229,"Boleslawski, Richard 1889-1937",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1523544,Boleslawski Ryszard 1889-1937,http://catalogue.bnf.fr/ark:/12148/cb146533668,"Boleslavsky, Richard 1889-1937",http://d-nb.info/gnd/118932608,,,"Boleslavsky, Richard",http://isni.org/isni/0000000109695804,https://www.wikidata.org/entity/Q1347264#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Richard_Boleslawski,https:https://www.worldcat.org/identities/lccn-n81097603
8035,Guy Boothby,"Boothby, Guy",,,1867,1905,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-12-05T03:03:15+00:00,/admin/people/person/8035/change/,http://viaf.org/viaf/32015580/,http://viaf.org/viaf/32015580/,Male,AU - Australia,eng - English,1867,1905,"Boothby, Guy, 1867-1905",names/n50044545,https://lccn.loc.gov/c.gov/authorities/names/n50044545,https://id.loc.gov/authorities/names/n50044545,Permalink: http://viaf.org/viaf/32015580,"Boothby, Guy 1867-1905",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1210335,Boothby Guy 1867-1905,http://catalogue.bnf.fr/ark:/12148/cb12052324s,"Boothby, Guy Newell 1867-1905",http://d-nb.info/gnd/123622034,,,"Boothby, Guy 1867-1905",http://isni.org/isni/0000000083691425,https://www.wikidata.org/entity/Q252307#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Guy_Boothby,https:https://www.worldcat.org/identities/lccn-n50044545
8240,Bernard Bosanquet,"Bosanquet, Bernard",,,1848,1923,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/8240/change/,http://viaf.org/viaf/32067668/,http://viaf.org/viaf/32067668/,Male,GB - United Kingdom,eng - English,1848,1923,"Bosanquet, Bernard, 1848-1923",names/n50048238,https://lccn.loc.gov/c.gov/authorities/names/n50048238,https://id.loc.gov/authorities/names/n50048238,Permalink: http://viaf.org/viaf/32067668,"Bosanquet, Bernard",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX868520,Bosanquet Bernard 1848-1923,http://catalogue.bnf.fr/ark:/12148/cb12327004f,"Bosanquet, Bernard 1848-1923",http://d-nb.info/gnd/118659391,,,"Bosanquet, Bernard 1848-1923",http://isni.org/isni/0000000108850139,https://www.wikidata.org/entity/Q822329#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Bernard_Bosanquet_(philosopher),https:https://www.worldcat.org/identities/lccn-n50048238
5517,James Boswell,"Boswell, James",,,1740,1795,M,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/5517/change/,http://viaf.org/viaf/64002337/,http://viaf.org/viaf/64002337/,Male,GB - United Kingdom,eng - English,1740,1795,"Boswell, James, 1740-1795",names/n79018795,https://lccn.loc.gov/c.gov/authorities/names/n79018795,https://id.loc.gov/authorities/names/n79018795,Permalink: http://viaf.org/viaf/64002337,"Boswell, James 1740-1795",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1210787,Boswell James 1740-1795,http://catalogue.bnf.fr/ark:/12148/cb11893082f,"Boswell, James 1740-1795",http://d-nb.info/gnd/118513923,,,"James Boswell Scottish lawyer, diarist and author",http://isni.org/isni/0000000121363095,https://www.wikidata.org/entity/Q335060#sitelinks-wikipedia,https://en.wikipedia.org/wiki/James_Boswell,https:https://www.worldcat.org/identities/lccn-n79018795
10264,Alan Bott,"Bott, Alan",,,1893,1952,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-04-28T01:31:15+00:00,/admin/people/person/10264/change/,http://viaf.org/viaf/67710959/,http://viaf.org/viaf/67710959/,Male,GB - United Kingdom,,1893,1952,"Bott, Alan, 1893-1952",names/n50067189,https://lccn.loc.gov/c.gov/authorities/names/n50067189,https://id.loc.gov/authorities/names/n50067189,Permalink: http://viaf.org/viaf/67710959,,,,,,,,,"Bott, Alan John",http://isni.org/isni/0000000109830113,https://www.wikidata.org/entity/Q4706218#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Alan_Bott,https:https://www.worldcat.org/identities/lccn-n50067189
7538,Maurice Bouchor,"Bouchor, Maurice",,,1855,1929,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/7538/change/,http://viaf.org/viaf/71423079/,http://viaf.org/viaf/71423079/,Male,FR - France,fre - French,1855,1929,"Bouchor, Maurice, 1855-1929",names/n82271074,https://lccn.loc.gov/c.gov/authorities/names/n82271074,https://id.loc.gov/authorities/names/n82271074,Permalink: http://viaf.org/viaf/71423079,,,Bouchor Maurice 1855-1929,,"Bouchor, Maurice 1855-1929",http://d-nb.info/gnd/11930418X,,,"Bouchor, Maurice",http://isni.org/isni/0000000121387281,https://www.wikidata.org/entity/Q2742471#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Maurice_Bouchor,https:https://www.worldcat.org/identities/lccn-n82271074
6169,Paul Bourget,"Bourget, Paul",,,1852,1935,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/6169/change/,http://viaf.org/viaf/29530799/,http://viaf.org/viaf/29530799/,Male,FR - France,fre - French,1852,1935,"Bourget, Paul, 1852-1935",names/n50042142,https://lccn.loc.gov/c.gov/authorities/names/n50042142,https://id.loc.gov/authorities/names/n50042142,Permalink: http://viaf.org/viaf/29530799,"Bourget, Paul 1852-1935",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX842734,Bourget Paul 1852-1935,,"Bourget, Paul 1852-1935",http://d-nb.info/gnd/118659561,"Bourget , Paul",http://id.sbn.it/af/IT\ICCU\RAVV\019059,"Bourget, Paul",http://isni.org/isni/0000000121002708,https://www.wikidata.org/entity/Q198644#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Paul_Bourget,https:https://www.worldcat.org/identities/lccn-n50042142
6416,Louis-Antoine Fauvelet Bourrienne,"Bourrienne, Louis-Antoine Fauvelet",,,1769,1834,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/6416/change/,http://viaf.org/viaf/73902821/,http://viaf.org/viaf/73902821/,Male,FR - France,fre - French,1769,1834,"Bourrienne, Louis Antoine Fauvelet de, 1769-1834",names/n92117573,https://lccn.loc.gov/c.gov/authorities/names/n92117573,https://id.loc.gov/authorities/names/n92117573,Permalink: http://viaf.org/viaf/73902821,"Bourrienne, Louis-Antoine-Fauvelet de 1769-1834",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX1211190,Bourrienne Louis-Antoine Fauvelet de 1769-1834,http://catalogue.bnf.fr/ark:/12148/cb122110785,"Bourrienne, Louis Antoine Fauvelet de 1769-1834",http://d-nb.info/gnd/12180609X,,,"Bourrienne, Louis Antoine de 1769-1834",http://isni.org/isni/0000000111934755,https://www.wikidata.org/entity/Q1344191#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Louis_Antoine_Fauvelet_de_Bourrienne,https:https://www.worldcat.org/identities/lccn-n92117573
6634,C. M. Bowra,"Bowra, C. M.",,,1898,1971,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-12-05T01:10:22+00:00,/admin/people/person/6634/change/,http://viaf.org/viaf/44295952/,http://viaf.org/viaf/44295952/,Male,GB - United Kingdom,eng - English,1898,1971,"Bowra, C. M. (Cecil Maurice), 1898-1971",names/n80077870,https://lccn.loc.gov/c.gov/authorities/names/n80077870,https://id.loc.gov/authorities/names/n80077870,Permalink: http://viaf.org/viaf/44295952,"Bowra, C. M. 1898-1971",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX871409,Bowra Cecil Maurice 1898-1971,http://catalogue.bnf.fr/ark:/12148/cb118936645,"Bowra, Cecil M. 1898-1971",http://d-nb.info/gnd/118659618,,,"Bowra, C. M. 1898-1972",http://isni.org/isni/000000010892584X,https://www.wikidata.org/entity/Q443786#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Maurice_Bowra,https:https://www.worldcat.org/identities/lccn-n80077870
10485,Sidney Box,"Box, Sidney",,,1907,1983,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-06-28T13:05:34+00:00,/admin/people/person/10485/change/,http://viaf.org/viaf/59281476/,http://viaf.org/viaf/59281476/,Male,GB - United Kingdom,eng - English,1907,1983,"Box, Sydney, 1907-1983",names/n94040658,https://lccn.loc.gov/c.gov/authorities/names/n94040658,https://id.loc.gov/authorities/names/n94040658,Permalink: http://viaf.org/viaf/59281476,,,Box Sydney 1907-1983,,"Box, Sydney 1907-1983",http://d-nb.info/gnd/130675695,,,"Sydney Box Writer, screenwriter",http://isni.org/isni/0000000063106049,https://www.wikidata.org/entity/Q2373669#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Sydney_Box,https:https://www.worldcat.org/identities/lccn-n94040658
6867,Ernest Augustus Boyd,"Boyd, Ernest Augustus",,,1887,1946,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/6867/change/,http://viaf.org/viaf/25032740/,http://viaf.org/viaf/25032740/,Male,IE - Ireland,eng - English,1887,1946,"Boyd, Ernest Augustus, 1887-1946",names/n50043133,https://lccn.loc.gov/c.gov/authorities/names/n50043133,https://id.loc.gov/authorities/names/n50043133,Permalink: http://viaf.org/viaf/25032740,,,Boyd Ernest Augustus 1887-1946,,"Boyd, Ernest Augustus 1887-1947",http://d-nb.info/gnd/104255625,,,"Boyd, Ernest Augustus 1887-",http://isni.org/isni/0000000081043109,https://www.wikidata.org/entity/Q33129385#sitelinks-wikipedia,,https:https://www.worldcat.org/identities/lccn-n50043133
29,James Boyd,"Boyd, James",boyd.ja,4732,1888,1944,M,,,FALSE,TRUE,TRUE,TRUE,TRUE,1931-04-21/??,FALSE,2021-02-28T13:47:20+00:00,/admin/people/person/29/change/,http://viaf.org/viaf/17583797/,http://viaf.org/viaf/17583797/,Male,US - United States,eng - English,1888,1944,"Boyd, James, 1888-1944",names/n87870714,https://lccn.loc.gov/c.gov/authorities/names/n87870714,https://id.loc.gov/authorities/names/n87870714,Permalink: http://viaf.org/viaf/17583797,,,,,"Boyd, James 1888-1944",http://d-nb.info/gnd/1055099131,,,"James Boyd Novelist, newspaper publisher",http://isni.org/isni/0000000063125717,https://www.wikidata.org/entity/Q6130077#sitelinks-wikipedia,https://en.wikipedia.org/wiki/James_Boyd_(novelist),https:https://www.worldcat.org/identities/lccn-n87870714
6368,Thomas Boyd,"Boyd, Thomas",,,1898,1935,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/6368/change/,http://viaf.org/viaf/37129438/,http://viaf.org/viaf/37129438/,Male,US - United States,eng - English,1898,1935,"Boyd, Thomas, 1898-1935",names/n84803980,https://lccn.loc.gov/c.gov/authorities/names/n84803980,https://id.loc.gov/authorities/names/n84803980,Permalink: http://viaf.org/viaf/37129438,,,Boyd Thomas 1898-1935,http://catalogue.bnf.fr/ark:/12148/cb14404266v,"Boyd, Thomas 1898-1935",http://d-nb.info/gnd/101926227,,,Thomas Alexander Boyd American writer,http://isni.org/isni/0000000110552982,https://www.wikidata.org/entity/Q7786988#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Thomas_Alexander_Boyd,https:https://www.worldcat.org/identities/lccn-n84803980
7591,C. B. Brackenbury,"Brackenbury, C. B.",,,1831,1890,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-12-05T02:32:13+00:00,/admin/people/person/7591/change/,http://viaf.org/viaf/78905723/,http://viaf.org/viaf/78905723/,Male,United Kingdom of Great Britain and Ireland - ,,1831,1890,"Brackenbury, C. B. (Charles Booth), 1831-1890",names/no2009014361,https://lccn.loc.gov/c.gov/authorities/names/no2009014361,https://id.loc.gov/authorities/names/no2009014361,Permalink: http://viaf.org/viaf/78905723,,,,,,,,,"Brackenbury, C. B. 1831-1890",http://isni.org/isni/0000000054986195,https://www.wikidata.org/entity/Q18526742#sitelinks-wikipedia,,https:https://www.worldcat.org/identities/lccn-no2009014361
7579,Roark Bradford,"Bradford, Roark",,,1896,1948,M,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/7579/change/,http://viaf.org/viaf/85970875/,http://viaf.org/viaf/85970875/,Male,US - United States,eng - English,1896,1948,"Bradford, Roark, 1896-1948",names/n85273947,https://lccn.loc.gov/c.gov/authorities/names/n85273947,https://id.loc.gov/authorities/names/n85273947,Permalink: http://viaf.org/viaf/85970875,,,Bradford Roark 1896-1948,http://catalogue.bnf.fr/ark:/12148/cb16510423t,"Bradford, Roark 1896-1948",http://d-nb.info/gnd/137812515,,,"Bradford, Roark",http://isni.org/isni/0000000119370667,https://www.wikidata.org/entity/Q7339899#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Roark_Bradford,https:https://www.worldcat.org/identities/lccn-n85273947
6631,A. C. Bradley,"Bradley, A. C.",,,1851,1935,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2020-12-05T02:31:48+00:00,/admin/people/person/6631/change/,http://viaf.org/viaf/51737969/,http://viaf.org/viaf/51737969/,Male,GB - United Kingdom,eng - English,1851,1935,"Bradley, A. C. (Andrew Cecil), 1851-1935",names/n79082246,https://lccn.loc.gov/c.gov/authorities/names/n79082246,https://id.loc.gov/authorities/names/n79082246,Permalink: http://viaf.org/viaf/51737969,,,Bradley Andrew Cecil 1851-1935,http://catalogue.bnf.fr/ark:/12148/cb12206331b,"Bradley, Andrew C. 1851-1935",http://d-nb.info/gnd/121895246,,,A. C. Bradley Literary scholar,http://isni.org/isni/0000000109005260,https://www.wikidata.org/entity/Q2818917#sitelinks-wikipedia,https://en.wikipedia.org/wiki/A._C._Bradley,https:https://www.worldcat.org/identities/lccn-n79082246
9701,William Aspenwall Bradley,"Bradley, William Aspenwall",,,1878,1939,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/9701/change/,http://viaf.org/viaf/33243662/,http://viaf.org/viaf/33243662/,Male,US - United States,,1878,1939,"Bradley, William Aspenwall, 1878-1939",names/n50042937,https://lccn.loc.gov/c.gov/authorities/names/n50042937,https://id.loc.gov/authorities/names/n50042937,Permalink: http://viaf.org/viaf/33243662,,,,,"Bradley, William Aspenwall 1878-1939",http://d-nb.info/gnd/1189093804,,,"Bradley, William Aspenwall 1878-1939",http://isni.org/isni/0000000084364987,https://www.wikidata.org/entity/Q47536189#sitelinks-wikipedia,,https:https://www.worldcat.org/identities/lccn-n50042937
8170,William Aspenwall Bradley,"Bradley, William Aspenwall",,,1878,1939,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/8170/change/,http://viaf.org/viaf/33243662/,http://viaf.org/viaf/33243662/,Male,US - United States,,1878,1939,"Bradley, William Aspenwall, 1878-1939",names/n50042937,https://lccn.loc.gov/c.gov/authorities/names/n50042937,https://id.loc.gov/authorities/names/n50042937,Permalink: http://viaf.org/viaf/33243662,,,,,"Bradley, William Aspenwall 1878-1939",http://d-nb.info/gnd/1189093804,,,"Bradley, William Aspenwall 1878-1939",http://isni.org/isni/0000000084364987,https://www.wikidata.org/entity/Q47536189#sitelinks-wikipedia,,https:https://www.worldcat.org/identities/lccn-n50042937
7704,Robert Alexander Brady,"Brady, Robert Alexander",,,1901,1963,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/7704/change/,http://viaf.org/viaf/38976632/,http://viaf.org/viaf/38976632/,Male,US - United States,eng - English,1901,1963,"Brady, Robert A. (Robert Alexander), 1901-1963",names/no97010574,https://lccn.loc.gov/c.gov/authorities/names/no97010574,https://id.loc.gov/authorities/names/no97010574,Permalink: http://viaf.org/viaf/38976632,,,,,"Brady, Robert A. 1901-1963",http://d-nb.info/gnd/171381440,,,"Brady, Robert A. 1901-",http://isni.org/isni/0000000108892590,https://www.wikidata.org/entity/Q7341203#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Robert_A._Brady,https:https://www.worldcat.org/identities/lccn-no97010574
8070,Henry Noel Brailsford,"Brailsford, Henry Noel",,,1873,1958,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/8070/change/,http://viaf.org/viaf/25462794/,http://viaf.org/viaf/25462794/,Male,GB - United Kingdom,,1873,1958,"Brailsford, Henry Noel, 1873-1958",names/n50043260,https://lccn.loc.gov/c.gov/authorities/names/n50043260,https://id.loc.gov/authorities/names/n50043260,Permalink: http://viaf.org/viaf/25462794,,,,,"Brailsford, Henry Noel 1873-1958",http://d-nb.info/gnd/121586960,,,"Brailsford, H.N.",http://isni.org/isni/0000000109605768,https://www.wikidata.org/entity/Q2512157#sitelinks-wikipedia,https://en.wikipedia.org/wiki/H._N._Brailsford,https:https://www.worldcat.org/identities/lccn-n50043260
7722,John Braine,"Braine, John",,,1922,1986,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/7722/change/,http://viaf.org/viaf/12389410/,http://viaf.org/viaf/12389410/,Male,GB - United Kingdom,eng - English,,,"Braine, John",names/n79091892,https://lccn.loc.gov/c.gov/authorities/names/n79091892,https://id.loc.gov/authorities/names/n79091892,Permalink: http://viaf.org/viaf/12389410,,,Braine John 1922-1986,,"Braine, John 1922-1986",http://d-nb.info/gnd/118673025,,,"BRAINE, John",http://isni.org/isni/0000000108705927,https://www.wikidata.org/entity/Q725344#sitelinks-wikipedia,https://en.wikipedia.org/wiki/John_Braine,https:https://www.worldcat.org/identities/lccn-n79091892
5668,Ernest Bramah,"Bramah, Ernest",,,1868,1942,,,,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,2019-11-19T14:47:29+00:00,/admin/people/person/5668/change/,http://viaf.org/viaf/76564127/,http://viaf.org/viaf/76564127/,Male,GB - United Kingdom,eng - English,1868,1942,"Bramah, Ernest, 1868-1942",names/n50014273,https://lccn.loc.gov/c.gov/authorities/names/n50014273,https://id.loc.gov/authorities/names/n50014273,Permalink: http://viaf.org/viaf/76564127,"Bramah, Ernest 1868-1942",http://catalogo.bne.es/uhtbin/authoritybrowse.cgi?action=display&authority_id=XX864867,Bramah Ernest 1869?-1942,http://catalogue.bnf.fr/ark:/12148/cb14594436h,"Bramah, Ernest 1868-1942",http://d-nb.info/gnd/173168930,"Bramah , Ernest",http://id.sbn.it/af/IT\ICCU\CUBV\025909,"Bramah, Ernest 1869?-1942",http://isni.org/isni/0000000439592656,https://www.wikidata.org/entity/Q1356259#sitelinks-wikipedia,https://en.wikipedia.org/wiki/Ernest_Bramah,https:https://www.worldcat.org/identities/lccn-n50014273
